0,1,2,3,4,5
2.15408325991151e-05,1.000033507056648,-3.4477237966651364e-05,1.0845424006616922e-05,-5.177902256192635e-05,8.642885228837827e-06
-0.00012573034498794544,0.999833101332873,0.00018316164756204678,-4.778558032472735e-05,0.0002878011045614193,-6.073422693028685e-06
0.005066913463952077,0.3642409566891215,0.5667930812329679,0.099807073059078,0.009818289234183514,0.006111890108164972
0.02562209134440585,0.05587740681976501,0.7386982098210876,0.04594089207929626,0.03879929656490083,0.031013730001055284
0.04562857089675709,0.11511751320335292,0.3829051586478229,0.07822520214291548,0.0648260978976254,0.05542923801052215
-1.5970157340117197e-05,-2.2055899682293933e-05,2.4834871223455846e-05,0.9999903568636814,4.02600523533303e-05,-8.228084205239017e-06
2.0713419574269754e-06,0.9999789749440037,5.250835568793022e-06,7.148794319317142e-06,-1.1787509495736481e-05,1.3040856830098813e-05
0.12291445792544149,0.26199680689528804,0.07147712093463668,0.09329090293698065,0.14889874426686234,0.23208102498249494
0.03784791232099838,0.08185059220746656,0.5286561810852001,0.0623906933371868,0.04966749502659851,0.04377984501901125
-0.017362350541313465,0.05319204228017012,0.9457284187132602,-0.06853921085836678,-0.017215590089665084,-0.06046472209659926
1.5302660530402967e-07,1.6523779622357182e-07,0.9999988845596635,3.6841156644817907e-07,1.220386479372504e-07,6.751683807176834e-08
1.2366373505767747e-07,8.967009726412734e-08,4.4975435550820286e-07,0.9999991858091984,9.49326317833954e-08,2.7335216409851704e-08
0.09831349308759019,0.45019241979279695,0.06440586526031053,0.10191260180096626,0.15742943626185754,0.11908560724175493
-0.0001536874591775983,-0.00013684897294072296,0.000131032397552161,0.000127119100232026,0.00013148434730220204,1.0004790393454066
-0.028862466033656442,-0.04837646158132719,0.1660024665563677,-0.004647134494848826,0.8973427704580287,-0.015307499229392209
0.0012250253560531499,0.01594266928662591,0.4165673268014283,-0.06850304489978776,0.8682372914921022,-0.4465657758300722
0.05708637425444221,0.061537119497198756,0.5497039333402916,0.013762691980604425,-0.09434490224173567,0.019410432146517505
0.049154003486982706,0.038893414556205846,0.022748070173727625,0.8879784263923736,0.007684614752506758,0.013314503007806455
0.20637284117077156,0.14032905386914865,0.08205426042785784,0.13119510419275138,0.24175781058715268,0.15478770431106814
0.016902856894748103,0.015032304707979255,-0.014360966490095328,-0.013917870774621949,-0.014110651494773585,0.9470019162995928
0.0021022792843651827,0.0028976827339073086,-0.0032371750329603932,0.0011727669029347465,0.994757404707693,0.001082238875280861
0.0285686761513598,0.06315114062579628,0.07924795537449983,0.011297290449654496,1.04578000609176,-0.3912888482078916
0.04447816453334205,0.14984067620864716,0.16379035240975964,0.0978145525456148,0.06980026114006985,0.05286346389696952
0.04821585819589183,0.14369361001892805,0.05438355272088666,0.581209879020177,0.09200872263005591,0.050813233398122805
0.4387675283044971,0.11192792672457089,0.039302735646561074,0.06519659105339613,0.187737196060427,0.07949504257992629
0.3591142259880885,0.09760522558601648,0.03917451987461444,0.062029338062862774,0.11713171201614081,0.11301588808447377
0.3040311134487321,0.123882197902363,0.03946137256418468,0.05559527568931946,0.26446320288102726,0.07908389672406538
0.21416816203956085,0.15275478072305645,0.05034487695265706,0.10318094247297435,0.37685506505832345,0.06137761027637294
0.09314357753300613,0.1898271985630247,0.07106777135435696,0.18094766648754979,0.37252808794124237,0.07765075651364176
0.10622298183009946,0.2529142638006413,0.07796819258400754,0.13068115564377034,0.2138714625061498,0.09995003950565554
0.9999994661861631,-4.085719660568143e-06,1.2596445336521267e-06,1.6263743519984164e-06,-2.4511991935927124e-06,2.9353960705399973e-06
1.0000172658006647,1.562494855131269e-05,-1.4846150486413912e-05,-1.4381101561045107e-05,-1.4638125542865144e-05,-5.4941364874189214e-05
1.0002642600580631,0.0003667330493355436,-0.0004090912724619977,0.00014851838604662548,-0.0006624886957564136,0.0001369877965832489
0.8866556058738105,0.027941334915087795,0.010067447673331953,0.015979352211483597,0.032792829860114864,0.024858282462184394
0.6572014626390554,0.08099986260418526,0.030851677301864597,0.04706298429931717,0.10061664422612024,0.07144661260007765
0.5464632150103754,0.09886260861319919,0.03805770163283534,0.059706258240004625,0.1319365087554406,0.08307536764642767
